# ----------------------------------------
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Organic Social,2024040700,108,152,79,17.585526000000002,0.7314810000000000,4.026316000000000,0.5197370000000000,612
Organic Social,2024041514,108,140,68,37.56428600000000,0.6296300000000000,4.178571000000000,0.4857140000000000,585
Organic Social,2024042918,108,121,80,99.9090910000000,0.7407410000000000,5.818182000000000,0.6611570000000000,704
Organic Social,2024043021,108,117,73,47.52991500000000,0.6759260000000000,5.051282000000000,0.6239320000000000,591
Organic Social,2024041518,107,143,71,79.4895100000000,0.6635510000000000,4.321678000000000,0.4965030000000000,618
Organic Social,2024041713,107,125,69,43.472,0.6448600000000000,4.408,0.552,551
Organic Social,2024042316,107,134,81,70.91044800000000,0.7570090000000000,5.873134000000000,0.6044780000000000,787
Organic Social,2024041210,106,130,78,60.88461500000000,0.7358490000000000,5.046154000000000,0.6,656
Organic Social,2024041500,106,163,56,34.79754600000000,0.5283020000000000,4.006135000000000,0.34355799999999997,653
Organic Social,2024042414,106,121,87,89.12396699999999,0.8207550000000000,5.884298000000000,0.71900800000000,712
Organic Social,2024041209,105,124,72,29,0.6857140000000000,4.5,0.5806450000000000,558
Organic Social,2024041511,105,123,78,52.9349590000000,0.7428570000000000,5.7073169999999998,0.6341460000000000,702
Organic Social,2024041818,105,138,77,78.06521700000000,0.7333330000000000,4.833333000000000,0.5579710000000000,667
Organic Social,2024042217,105,134,77,73.91791000000001,0.7333330000000000,5.641791000000000,0.5746270000000000,756
Organic Social,2024042311,105,123,82,65.82113800000000,0.780952000000000,5.2439020000000003,0.6666670000000000,645
Organic Social,2024050320,105,132,73,50.54545500000000,0.6952380000000000,5.136364000000000,0.553030000000000,678
Organic Social,2024043020,104,132,78,46.583333000000003,0.75,5.416667000000000,0.5909090000000000,715
Organic Social,2024050310,104,116,77,70.80172399999999,0.7403850000000000,5.956897000000000,0.6637930000000000,691
Organic Social,2024050317,104,126,69,57.404761999999998,0.6634620000000000,4.261905000000000,0.5476190000000000,537
Direct,2024041722,103,132,65,34.46212100000000,0.6310680000000000,3.977273000000000,0.49242399999999997,525
Organic Social,2024041900,103,183,62,29.81967200000000,0.6019420000000000,3.2240440000000001,0.33879799999999999,590
Organic Social,2024041915,103,116,69,60.827585999999997,0.6699030000000000,4.810345000000000,0.5948280000000000,558
Organic Social,2024042416,103,130,69,60.223077000000004,0.6699030000000000,5.384615000000000,0.5307690000000000,700
Organic Social,2024042800,103,171,53,18.596491000000000,0.5145630000000000,3.3157890000000001,0.30994200000000000,567
Direct,2024040923,102,118,48,36.5,0.47058800000000001,4.559322000000000,0.4067800000000000,538
Direct,2024042323,102,129,58,37.35658900000000,0.5686270000000000,4.077519000000000,0.4496120000000000,526
Organic Social,2024040814,102,126,73,99.47619000000000,0.7156860000000000,5.26984100000000,0.5793650000000000,664
Organic Social,2024042500,102,156,54,18.814102999999999,0.5294120000000000,3.801282000000000,0.34615400000000002,593
Organic Social,2024043000,102,166,63,20.042169000000001,0.6176469999999999,3.8855420000000001,0.3795180000000000,645
Organic Social,2024050118,102,136,75,39.23529400000000,0.7352940000000000,4.676471000000000,0.5514710000000000,636
Organic Social,2024050311,102,125,74,37.6,0.7254900000000000,4.608,0.592,576
Organic Social,2024041521,101,125,59,68.224,0.5841580000000000,5.12,0.472,640
Organic Social,2024042218,101,117,72,68.64102600000000,0.7128710000000000,5.222222000000000,0.6153850000000000,611
Organic Social,2024042514,101,125,72,38.512,0.7128710000000000,4.656,0.576,582
Organic Social,2024042615,101,128,71,65.984375,0.7029700000000000,5.296875,0.5546880,678
Organic Social,2024040815,100,125,70,58.944,0.7,4.896,0.56,612
Organic Social,2024041819,100,124,78,39.16129000000000,0.78,4.185484000000000,0.6290320000000000,519
Organic Social,2024042214,100,122,71,89.30327900000000,0.71,5.286885000000000,0.5819670000000000,645
Organic Social,2024042413,100,124,78,57.82258100000000,0.78,4.629032000000000,0.6290320000000000,574
Organic Social,2024042519,100,135,60,27.31111100000000,0.6,4.2518520000000004,0.4444440000000000,574
Organic Social,2024042821,100,118,70,55.96610200000000,0.7,6.161017000000000,0.5932200000000000,727
Organic Social,2024043014,100,113,70,56.35398200000000,0.7,5.097345000000000,0.6194690000000000,576
Organic Social,2024050214,100,114,76,50.780701999999998,0.76,4.815789000000000,0.6666670000000000,549
Organic Social,2024040722,99,116,60,28.129310000000000,0.6060610000000000,5.051724000000000,0.5172410000000000,586
Organic Social,2024041212,99,117,67,107.42735000000000,0.6767680000000000,5.0085470000000001,0.5726500000000000,586
Organic Social,2024041710,99,125,69,27.4,0.696970000000000,4.248,0.552,531
Organic Social,2024042312,99,122,66,69.27049200000000,0.6666670000000000,5.5,0.5409840000000000,671
Organic Social,2024042314,99,114,73,72.97368400000001,0.7373740000000000,6.035088000000000,0.6403510000000000,688
Organic Social,2024050123,99,127,73,31.291339000000001,0.7373740000000000,5.322835000000000,0.5748030000000000,676
Organic Social,2024040619,98,134,63,77.57462700000001,0.6428570000000000,4.388060000000000,0.4701490000000000,588
Organic Social,2024041320,98,108,69,77.42592600000000,0.7040820000000000,5.287037000000000,0.6388890000000000,571
Organic Social,2024041520,98,125,63,42.352,0.6428570000000000,4.2,0.504,525
Organic Social,2024042612,98,112,74,93.01785700000001,0.7551020000000001,5.669643000000000,0.6607140000000000,635
Organic Social,2024042823,98,121,69,73.28099200000000,0.7040820000000000,6.68595000000000,0.5702480000000000,809
Direct,2024041119,97,103,48,28.019417000000001,0.4948450000000000,4.339806000000000,0.46601900000000002,447
Direct,2024042123,97,114,52,52.74561400000000,0.5360819999999999,5.228070000000000,0.45613999999999999,596
Organic Social,2024041421,97,106,66,43.9811320000000,0.6804120000000000,5.113208000000000,0.6226420000000000,542
Organic Social,2024042315,97,115,71,70.36521700000000,0.7319590000000000,6.034783000000000,0.6173910000000000,694
Organic Social,2024042415,97,125,70,43.168,0.7216490000000000,4.288,0.56,536
Organic Social,2024042916,97,127,73,67.44881900000000,0.7525770000000001,5,0.5748030000000000,635
Organic Social,2024050315,97,122,71,37.295082000000001,0.7319590000000000,4.827869000000000,0.5819670000000000,589
Organic Social,2024041115,96,132,68,42.416666999999997,0.7083330000000000,4.537879000000000,0.5151520000000001,599
Organic Social,2024041512,96,103,57,41.10679600000000,0.59375,4.747573000000000,0.5533979999999999,489
Organic Social,2024041620,96,115,67,68.30434800000000,0.6979170000000000,5.434783000000000,0.5826090000000000,625
Organic Social,2024042319,96,123,62,57.422764000000001,0.6458330000000000,5.5528459999999997,0.5040650000000000,683
Organic Social,2024042418,96,125,70,50.744,0.7291670000000000,5.048,0.56,631
Organic Social,2024042822,96,112,66,64.77678600000000,0.6875,7.482143000000000,0.5892860000000000,838
Organic Social,2024043022,96,115,65,59.03478300000000,0.6770830000000000,5.530435000000000,0.5652170000000000,636
Organic Social,2024050110,96,110,58,60.28181800000000,0.6041670000000000,5.218182000000000,0.5272730000000000,574
Organic Social,2024041120,95,112,62,32.0625,0.6526320000000000,4.133929000000000,0.5535710000000000,463
Organic Social,2024041423,95,113,61,45.67256600000000,0.6421050000000000,5.31858400000000,0.5398230000000001,601
Organic Social,2024041813,95,106,79,63.735849000000002,0.8315790000000000,5.811321000000000,0.7452830000000000,616
Organic Social,2024042216,95,111,61,56.04504500000000,0.6421050000000000,5.72973000000000,0.5495500000000000,636
Organic Social,2024042219,95,121,69,71.18181800000001,0.7263160000000000,5.347107000000000,0.5702480000000000,647
Organic Social,2024042313,95,114,68,105.85964900000000,0.7157890000000000,5.421053000000000,0.5964910000000000,618
Organic Social,2024042911,95,116,66,46.60344800000000,0.6947370000000000,4.396552000000000,0.5689660000000000,510
Organic Social,2024050100,95,151,51,41.741722000000003,0.5368420000000000,4.364238000000000,0.33774799999999999,659
Organic Social,2024050220,95,111,75,50.95495500000000,0.7894740000000000,5.153153000000000,0.6756760000000001,572
Organic Social,2024050312,95,123,67,55.203251999999999,0.7052630000000000,4.943089000000000,0.5447149999999999,608
Organic Social,2024040819,94,114,64,51.21052600000000,0.6808510000000000,4.271930000000000,0.5614040000000000,487
Organic Social,2024041016,94,126,58,44.642856999999999,0.6170210000000000,3.888889000000000,0.4603170000000000,490
Organic Social,2024041419,94,105,74,66.29523800000000,0.7872340000000000,6.333333000000000,0.7047620000000000,665
Organic Social,2024042915,94,120,70,57.2,0.7446810000000000,5.15,0.5833330000000000,618
Direct,2024041223,93,117,46,47.15384600000000,0.4946240000000000,4.547009000000000,0.39316200000000001,532
Organic Social,2024041816,93,127,73,64.18110200000000,0.7849460000000000,5.968504000000000,0.5748030000000000,758
Organic Social,2024041917,93,128,52,30.3203120,0.5591400000000000,3.890625,0.40625,498
Organic Social,2024042419,93,113,70,82.49557500000000,0.7526880000000000,4.964602000000000,0.6194690000000000,561
Organic Social,2024042614,93,115,74,93.03478300000000,0.7956990000000000,5.930435000000000,0.6434780000000000,682
Organic Social,2024042717,93,117,58,43.23076900000000,0.6236560000000000,4.170940000000000,0.49572600000000000,488
Organic Social,2024042917,93,114,68,201.58771899999999,0.7311830000000000,4.684211000000000,0.5964910000000000,534
Organic Social,2024050319,93,117,61,48.82051300000000,0.6559140000000000,4.641026000000000,0.5213680000000001,543
Organic Search,2024042212,92,102,65,60.294117999999997,0.7065220000000000,4.509804000000000,0.6372550000000000,460
Organic Social,2024041015,92,120,68,52.90833300000000,0.7391300000000000,5.233333000000000,0.5666670000000000,628
Organic Social,2024041116,92,129,64,42.751938000000003,0.6956520000000000,5.10077500000000,0.49612400000000001,658
Organic Social,2024041418,92,108,64,41.77777800000000,0.6956520000000000,4.851852000000000,0.5925930000000000,524
Organic Social,2024041817,92,127,67,92.75590600000000,0.7282610000000000,6.047244000000000,0.5275590000000000,768
Organic Social,2024041821,92,115,57,42.504348000000000,0.6195650000000000,4.452174000000000,0.4956520000000000,512
Organic Social,2024041920,92,122,64,58.295082000000001,0.6956520000000000,4.352459000000000,0.5245900000000000,531
Organic Social,2024042019,92,104,61,64.125,0.6630430000000000,5.711538000000000,0.5865380000000000,594
Organic Social,2024042515,92,112,67,52.107143000000001,0.7282610000000000,4.991071000000000,0.5982140000000000,559
Organic Social,2024042618,92,114,60,100.34210500000000,0.6521740000000000,4.201754000000000,0.5263160000000000,479
Direct,2024041123,91,106,55,39.094340000000003,0.6043960000000000,4.216981000000000,0.5188680000000000,447
Direct,2024041720,91,113,53,53.584071000000002,0.5824180000000000,4.469027000000000,0.4690270000000000,505
Organic Social,2024040818,91,115,58,51.417391000000002,0.6373630000000000,5.069565000000000,0.5043480000000000,583
Organic Social,2024041600,91,148,53,21.95945900000000,0.5824180000000000,4.081081000000000,0.3581080000000000,604
Organic Social,2024042913,91,108,64,58.351852000000001,0.7032969999999999,4.861111000000000,0.5925930000000000,525
Organic Social,2024043017,91,109,57,64.03669700000000,0.6263740000000000,4.660550000000000,0.5229360000000000,508
Organic Social,2024050111,91,106,62,51.405659999999997,0.6813190000000000,5.415094000000000,0.5849060000000000,574
Organic Social,2024040820,90,116,56,46.87069000000000,0.6222220000000001,4.724138000000000,0.4827590000000000,548
Organic Social,2024040915,90,126,57,49.98412700000000,0.6333330000000000,4.738095000000000,0.4523810000000000,597
Organic Social,2024041100,90,145,53,35.46206900000000,0.5888890000000000,4.0344829999999998,0.36551699999999998,585
Organic Social,2024041815,90,102,65,81.07843099999999,0.7222220000000000,6.480392000000000,0.6372550000000000,661
Organic Social,2024042321,90,107,66,41.54205600000000,0.7333330000000000,4.981308000000000,0.616822000000000,533
Organic Social,2024042613,90,102,61,68.86274500000000,0.6777780000000000,4.647059000000000,0.5980390000000000,474
Organic Social,2024043023,90,114,54,63.80701800000000,0.6,5.5,0.47368399999999999,627
Organic Social,2024040719,89,116,68,41.62069000000000,0.7640450000000000,5.051724000000000,0.5862070000000000,586
Organic Social,2024040720,89,115,65,69.19130400000000,0.7303370000000000,5.252174000000000,0.5652170000000000,604
Organic Social,2024041214,89,106,68,61.18867900000000,0.7640450000000000,4.669811000000000,0.6415090000000000,495
Organic Social,2024041317,89,116,56,51.44827600000000,0.6292130000000000,4.439655000000000,0.4827590000000000,515
Organic Social,2024041611,89,106,67,51.4811320000000,0.7528090000000000,5.5,0.6320750000000001,583
Organic Social,2024041811,89,104,62,71.17307700000001,0.6966290000000001,5.461538000000000,0.5961540000000000,568
Organic Social,2024043011,89,108,67,51.851852000000001,0.7528090000000000,5.231481000000000,0.6203700000000000,565
Organic Social,2024041918,88,114,50,55.09649100000000,0.5681820000000000,4.508772000000000,0.43859599999999999,514
Organic Social,2024042417,88,116,62,49.689655000000002,0.7045450000000000,4.7844829999999998,0.5344830000000000,555
Organic Social,2024042523,88,112,64,61.205356999999999,0.7272729999999999,4.705357000000000,0.5714290000000000,527
Organic Social,2024042623,88,118,58,51.11864400000000,0.6590910000000000,4.483051000000000,0.4915250000000000,529
Organic Social,2024043010,88,100,66,83.41,0.75,6.32,0.66,632
Organic Social,2024043012,88,104,65,57,0.7386360000000000,5.173077000000000,0.625,538
Organic Social,2024050200,88,129,49,19.790697999999999,0.5568180000000000,4.372093000000000,0.3798450000000000,564
Organic Social,2024050210,88,100,63,78.34,0.7159090000000000,5.71,0.63,571
Organic Search,2024041819,87,99,59,35.26262600000000,0.6781610000000000,3.6363639999999999,0.5959600000000000,360
Organic Search,2024041821,87,107,53,43.63551400000000,0.6091950000000000,3.439252000000000,0.4953270000000000,368
Organic Social,2024040718,87,110,50,22.90909100000000,0.5747130000000000,4.081818000000000,0.45454499999999998,449
Organic Social,2024040811,87,104,69,89.27884600000000,0.7931030000000000,5.394231000000000,0.6634620000000000,561
Organic Social,2024042210,87,105,68,74.29523800000000,0.7816090000000000,5.019048000000000,0.6476189999999999,527
Organic Social,2024042421,87,101,54,50.554454999999997,0.6206900000000000,4.9504950000000001,0.5346530000000000,500
Organic Social,2024042820,87,107,57,43.97196300000000,0.6551720000000000,5.252336000000000,0.5327100000000000,562
Organic Social,2024050115,87,110,59,48.69090900000000,0.6781610000000000,4.281818000000000,0.5363640000000000,471
Organic Social,2024050309,87,104,65,64.36538500000000,0.7471260000000000,5.759615000000000,0.625,599
Direct,2024041716,86,95,49,49.55789500000000,0.5697670000000000,4.347368000000000,0.5157890000000001,413
Direct,2024041821,86,95,55,42.48421100000000,0.6395350000000000,4.621053000000000,0.5789470000000000,439
Direct,2024042518,86,102,56,40.81372500000000,0.6511630000000000,4.529412000000000,0.5490200000000000,462
Organic Social,2024040721,86,95,58,53.96842100000000,0.6744190000000000,4.589474000000000,0.6105260000000000,436
Organic Social,2024041523,86,110,62,40.31818200000000,0.7209300000000000,3.918182000000000,0.5636360000000000,431
Organic Social,2024041616,86,112,61,50.357143000000001,0.7093020000000000,4.892857000000000,0.5446430000000000,548
Organic Social,2024041923,86,101,52,59.475248000000001,0.6046510000000000,5.683168000000000,0.5148509999999999,574
Organic Social,2024042513,86,105,62,41.266666999999998,0.7209300000000000,4.923810000000000,0.5904760000000000,517
Organic Social,2024040810,85,104,66,100.29807700000001,0.7764710000000000,5.490385000000000,0.6346150000000000,571
Organic Social,2024040813,85,116,64,57.43103400000000,0.7529410000000000,4.887931000000000,0.5517240000000000,567
Organic Social,2024041117,85,103,60,35.14563100000000,0.7058820000000000,4.553398000000000,0.5825240000000000,469
Organic Social,2024041522,85,103,59,49.640777000000000,0.6941180000000000,5.019417000000000,0.5728160000000000,517
Organic Social,2024041618,85,102,58,60.794117999999997,0.6823530000000000,5.7254899999999997,0.5686270000000000,584
Organic Social,2024041919,85,116,53,38.422414000000003,0.6235290000000000,4.155172000000000,0.45689700000000000,482
Organic Social,2024042212,85,95,65,69.58947400000000,0.7647060000000000,5.11578900000000,0.6842110000000000,486
Organic Social,2024042412,85,102,65,80.17647100000001,0.7647060000000000,4.950980000000000,0.6372550000000000,505
Organic Social,2024042921,85,102,70,101.6078430000000,0.8235290000000000,7.098039000000000,0.6862750000000000,724
Organic Social,2024050113,85,106,55,55.320754999999998,0.6470590000000001,4.39622600000000,0.5188680000000000,466
Organic Social,2024050301,85,108,67,40.73148100000000,0.788235000000000,5.398148000000000,0.6203700000000000,583
Referral,2024050211,85,95,71,207.56842100000000,0.8352940000000000,7.231579000000000,0.7473680000000000,687
Direct,2024041721,84,96,52,44.333333000000003,0.6190480000000000,4.552083000000000,0.5416670000000000,437
Direct,2024041818,84,98,44,33.63265300000000,0.5238100000000000,4.142857000000000,0.4489800000000000,406
Direct,2024041819,84,90,56,38.977778000000001,0.6666670000000000,6.155556000000000,0.6222220000000001,554
Organic Search,2024041515,84,96,49,47.333333000000003,0.5833330000000000,4.333333000000000,0.5104170000000000,416
Organic Search,2024041722,84,97,56,29.2680410000000,0.6666670000000000,3.5670099999999998,0.5773200000000001,346
Organic Social,2024040611,84,111,62,50.765765999999999,0.7380949999999999,4.756757000000000,0.5585590000000000,528
Organic Social,2024040711,84,103,63,49.33009700000000,0.75,5.70873800000000,0.6116500000000000,588
Organic Social,2024040712,84,101,62,46.28712900000000,0.7380949999999999,5.514851000000000,0.6138610000000000,557
Organic Social,2024041011,84,102,59,53.009804000000003,0.7023810000000000,5.1568630000000004,0.5784310000000000,526
Organic Social,2024041420,84,94,56,79.93617000000000,0.6666670000000000,6.308511000000000,0.5957450000000000,593
Organic Social,2024041610,84,104,58,62.05769200000000,0.6904760000000000,4.990385000000000,0.5576920000000000,519
Organic Social,2024042110,84,124,49,17.45967700000000,0.5833330000000000,3.8225810000000000,0.3951610000000000,474
Organic Social,2024042200,84,130,64,41.9,0.7619050000000001,5.269231000000000,0.49230800000000002,685
Referral,2024050311,84,95,73,152.93684200000001,0.8690480000000000,7.91578900000000,0.7684210000000000,752
Direct,2024041712,83,90,51,37.077778000000002,0.6144579999999999,4.266667000000000,0.5666670000000000,384
Direct,2024041714,83,90,52,55.01111100000000,0.6265060000000000,4.344444000000000,0.5777780000000000,391
Organic Search,2024042315,83,92,57,59.77173900000000,0.6867470000000000,4.010870000000000,0.6195650000000000,369
Organic Social,2024040621,83,110,50,28.672726999999998,0.6024100000000000,4.1454550000000001,0.45454499999999998,456
Organic Social,2024041217,83,100,57,64.61,0.6867470000000000,4.72,0.57,472
Organic Social,2024041415,83,101,58,47.663366000000003,0.6987950000000001,4.762376000000000,0.5742570000000000,481
Organic Social,2024041422,83,101,52,55.960396000000003,0.6265060000000000,5.267327000000000,0.5148509999999999,532
Organic Social,2024041911,83,104,57,47.28846200000000,0.6867470000000000,4.730769000000000,0.5480770000000000,492
Organic Social,2024042700,83,125,57,31.576,0.6867470000000000,3.728,0.456,466
Organic Social,2024042720,83,102,55,41.088234999999997,0.6626510000000000,4.03921600000000,0.5392160000000000,412
Organic Social,2024050212,83,98,63,57.265306000000002,0.7590360000000000,5.061224000000000,0.6428570000000000,496
Direct,2024041513,82,99,46,28.727273000000000,0.5609760000000000,4.666667000000000,0.46464600000000000,462
Direct,2024042517,82,86,54,32.98837200000000,0.6585370000000000,4,0.627907000000000,344
Organic Search,2024041815,82,95,58,41.589474000000003,0.7073170000000000,4.094737000000000,0.6105260000000000,389
Organic Search,2024041822,82,85,53,69.65882400000000,0.6463410000000001,4.235294000000000,0.6235290000000000,360
Organic Search,2024041911,82,95,59,48.83157900000000,0.7195120000000000,3.9894740000000000,0.6210530000000000,379
Organic Social,2024040916,82,108,52,52.101852000000001,0.6341460000000000,10.342593000000001,0.48148099999999999,1117
Organic Social,2024041114,82,103,59,50.20388300000000,0.7195120000000000,4.524272000000000,0.5728160000000000,466
Organic Social,2024041319,82,106,64,60.679245000000002,0.7804880000000000,6.19811300000000,0.6037740000000000,657
Organic Social,2024041615,82,110,54,61.5,0.6585370000000000,4.427273000000000,0.4909090000000000,487
Organic Social,2024041921,82,110,52,53.054544999999997,0.6341460000000000,4.827273000000000,0.4727270000000000,531
Organic Social,2024042021,82,98,56,60.66326500000000,0.6829270000000000,5.316327000000000,0.5714290000000000,521
